data/IMG_Augmented/center_2016_12_01_13_30_48_287.jpg	0.0
data/IMG_Augmented/left_2016_12_01_13_30_48_287.jpg	0.2
data/IMG_Augmented/right_2016_12_01_13_30_48_287.jpg	-0.2
data/IMG_Augmented/flip_center_2016_12_01_13_30_48_287.jpg	-0.0
data/IMG_Augmented/flip_left_2016_12_01_13_30_48_287.jpg	-0.2
data/IMG_Augmented/flip_right_2016_12_01_13_30_48_287.jpg	0.2
data/IMG_Augmented/center_2016_12_01_13_31_12_937.jpg	0.0
data/IMG_Augmented/left_2016_12_01_13_31_12_937.jpg	0.2
data/IMG_Augmented/right_2016_12_01_13_31_12_937.jpg	-0.2
data/IMG_Augmented/flip_center_2016_12_01_13_31_12_937.jpg	-0.0
data/IMG_Augmented/flip_left_2016_12_01_13_31_12_937.jpg	-0.2
data/IMG_Augmented/flip_right_2016_12_01_13_31_12_937.jpg	0.2
data/IMG_Augmented/center_2016_12_01_13_31_13_037.jpg	0.0
data/IMG_Augmented/left_2016_12_01_13_31_13_037.jpg	0.2
data/IMG_Augmented/right_2016_12_01_13_31_13_037.jpg	-0.2
data/IMG_Augmented/flip_center_2016_12_01_13_31_13_037.jpg	-0.0
data/IMG_Augmented/flip_left_2016_12_01_13_31_13_037.jpg	-0.2
data/IMG_Augmented/flip_right_2016_12_01_13_31_13_037.jpg	0.2
data/IMG_Augmented/center_2016_12_01_13_31_13_686.jpg	0.0
data/IMG_Augmented/left_2016_12_01_13_31_13_686.jpg	0.2
data/IMG_Augmented/right_2016_12_01_13_31_13_686.jpg	-0.2
data/IMG_Augmented/flip_center_2016_12_01_13_31_13_686.jpg	-0.0
data/IMG_Augmented/flip_left_2016_12_01_13_31_13_686.jpg	-0.2
data/IMG_Augmented/flip_right_2016_12_01_13_31_13_686.jpg	0.2
data/IMG_Augmented/center_2016_12_01_13_31_13_786.jpg	0.0
data/IMG_Augmented/left_2016_12_01_13_31_13_786.jpg	0.2
data/IMG_Augmented/right_2016_12_01_13_31_13_786.jpg	-0.2
data/IMG_Augmented/flip_center_2016_12_01_13_31_13_786.jpg	-0.0
